firm,ipo_date,ticker,CUSIP,CRSP perm,post-issue shares,dual dum,Founding,Rollup dum
Regent Assisted Living,19951220,RGNT,758949101,82739,4400000,0,1977,0
Regent Bancshares,19890524,RBNK,758924104,75766,581000,0,1956,0
Regent Communications Inc,20000124,RGCI,758865109,87564,32061448,0,1996,1
Regenxbio Inc,20150917,RGNX,75901B107,15658,26295708,0,2008,0
Regina,19851115,REGI,75900000,91396,4528400,0,1900,0
Regional Acceptance Corp,19930608,REGA,758935100,79302,8000000,0,1978,0
Regional Management Corp,20120327,RM,75902K106,13302,12941727,0,1987,0
Regis,19910621,RGIS,758932107,76711,8900000,0,1954,0
REGIS CORPORATION,19830426,RGIS,75891410,66174,4605000,0,1954,0
Register.com Inc,20000302,RCOM,75914G101,87806,30759000,0,1994,0
Registry,19960605,REGI,75913U101,83688,9900990,0,1986,0
Registry Magic Inc,19980528,RMAG,75913K103,86089,5593000,0,1995,0
Regulus Therapeutics Inc,20121004,RGLS,75915K101,13652,28443210,0,2007,0
REHAB HOSPITAL SERVICE,19830210,RHAB,75914710,66211,3524000,0,1979,0
RehabCare,19910626,RHBC,759148109,76714,4800000,0,1982,0
RehabClinics,19920605,RCII,75915F102,77664,7309861,0,1989,1
Reich & Tang,19870521,RTP,759181100,75088,7800000,0,1970,0
"REID-ASHMAN, INC.",19831220,REAS,75922910,66230,1460000,0,1980,0
Reinsurance Group of America,19930504,RGA,759351109,79210,16500000,0,1973,0
Relational Technology,19880517,RELY,75941K109,11925,10418922,0,1980,0
Reliance Electric,19920505,REE,759458102,77635,35381791,1,1904,0
Reliance Group Holdings,19860926,REL,759464100,70172,75000000,0,1981,0
Reliance Steel & Aluminum,19940915,RS,759509102,80864,10354852,0,1939,0
Reliant Resources Inc,20010501,RRI,75952B10,88992,292000000,0,1996,0
ReLife,19910723,RELF,75952N109,76742,4074042,1,1987,0
Reltec Corp,19980312,RLT,759527104,85924,55243504,1,1938,0
Relypsa,20131115,RLYP,75953110,14321,28664799,0,2007,0
Remec,19960201,REMC,759543101,83163,7496252,0,1983,0
Remedy,19950317,RMDY,759548100,81506,7756328,0,1990,0
RemedyTemp,19960711,REMX,759549108,83789,8732394,1,1965,0
Remittance Technologies,19891204,RMIT,759610207,76043,6442200,0,1988,0
REN Corp-USA,19891128,RENL,759656101,75865,7995292,0,1986,0
Renaissance Communications,19940203,RRRR,759661101,80271,18808631,0,1988,0
Renaissance Golf Products,19931115,FGLF,75966T100,79825,5322063,0,1990,0
Renaissance GRX,19870716,RENX,759917206,11521,3710702,0,1986,0
Renaissance Hotel Group,19950926,RHG,N73689106,82243,30100000,0,1995,0
Renaissance Solutions,19950403,RENS,759924103,81582,5967396,0,1992,0
RenaissanceRe Holdings,19950726,RNREF,G7496G10,83728,25200000,0,1993,0
Renal Care Group,19960206,RCGI,759930100,83162,8730692,0,1995,1
RENAL DEVICES,19810205,RDII,75990610,66377,1686000,0,1977,0
RENAL SYSTEMS,19830920,RENL,75991210,66393,1319000,0,1974,0
Renal Treatment Centers,19930722,RXTC,759671100,79418,5519267,0,1988,1
Renewable Energy Group Inc,20120118,REGI,75972A301,13201,28308083,1,2006,0
Renex Corp,19971008,RENX,759683105,85499,6974247,0,1993,0
Renovis Inc,20040204,RNVS,759885106,90032,24493005,0,2000,0
Renren Inc,20110503,RENN,759892102,12759,1199684529,1,2002,0
RENT-A-CENTER,19831118,RENT,760096107,66406,7145000,0,1983,0
Rent-Way,19930812,RWAY,76009U104,79525,2200000,0,1981,0
Rental Service,19960918,RSVC,76009V102,83962,10576923,0,1930,1
Rentech,19910418,RNTK,760112102,76978,6252800,0,1981,0
Rentech Nitrogen Partners LP,20111103,RNF,760113100,13093,38250000,1,2011,0
Renters Choice,19950125,RCII,760114108,81222,6550020,0,1986,0
Repeater Technologies Inc,20000808,RPTR,76027U102,88561,12123000,0,1983,0
Replidyne Inc,20060627,RDYN,76028W107,91365,26426497,0,2000,0
Repligen,19860429,RGEN,759916109,10200,5816002,0,1981,0
Repossession Auction,19911212,REPO,76026R100,77238,3075000,0,1989,0
Reptron Electronics,19940328,REPT,76026W109,80360,6030769,0,1973,0
Republic Airways Holdings Inc,20040526,RJET,760276105,90192,26200000,0,1996,0
Republic American,19860701,RAWC,760279109,10437,22400000,0,1986,0
Republic Bancorp,19980722,RBCAA,760281204,86287,16699136,0,1982,0
"Republic Banking Corp, Miami",19980212,RBCF,760322107,85841,19806174,0,1965,0
Republic Companies Group Inc,20050803,RUTX,760349100,90872,14022422,0,1903,0
Republic Engineered Steels,19950428,REPS,760391102,81583,18784016,0,1989,0
REPUBLIC HEALTH,19830701,REPH,76048010,66449,3415000,0,1981,1
Republic Security Financial,19851112,RSFC,76075800,91441,1235545,0,1984,0
Republic Services Inc,19980630,RSG,760759100,86228,175000000,1,1975,1
Res-Care,19921215,RSCR,760943100,78197,9000000,0,1974,0
Research Engineers,19960725,RENG,760961102,83790,5506141,0,1977,0
Research Frontiers,19860708,REFR,760911107,10463,2002200,0,1965,0
ResMed,19950602,RESM,761152107,81736,6536083,0,1989,0
Resonant Inc,20140529,RESN,76118L102,14667,6892666,0,2012,0
Resonate Inc,20000802,RSNT,76115Q104,88562,26300000,0,1995,0
ResortQuest International,19980520,RZT,761183102,86028,15058416,0,1997,1
ReSound,19930304,RSND,761194109,79002,14192248,0,1984,0
Resource Bancshares Mortgage,19930526,REMI,761197102,79188,10825000,0,1992,0
Resource Capital Corp,20060206,RSO,76120W302,91119,17803134,0,2005,0
Resource Engineering,19870605,RSE,761204106,75090,5974884,0,1974,0
ReSourcePhoenix com,19991014,RPCX,76122L106,87341,14000000,1,1999,0
Resources Connection Inc,20001214,RECN,76122Q105,88841,20630000,0,1996,0
Respironics,19880512,RESP,761230101,11927,1503982,0,1976,0
Response Genetics Inc,20070606,RGDX,76123U105,92101,10239276,0,1999,0
Responsys Inc,20110420,MKTG,761248103,12691,44106658,0,1998,0
RESTAURANT MGT.SVC,19841101,RESM,76126110,91476,2024000,0,1966,0
RESTAURANT SYSTEMS (RSI),19830929,RSYS,76126210,66676,2309000,0,1974,0
RESTEC SYSTEMS,19830921,RTEC,76126710,66684,1793000,0,1983,0
Restor Industries Inc,19910812,REST,76126V100,76977,2553256,0,1983,0
Restoration Hardware Hldg Inc,20121101,RH,761283100,13687,36971500,1,1987,0
Restoration Hardware Inc,19980618,RSTO,760981100,86187,16103000,0,1987,0
Restore Medical Inc,20060516,REST,76128C100,91284,15251225,0,1999,0
Restrac,19960722,RTRK,76126W108,83794,7874016,0,1982,0
Retail Ppty of Americas Inc,20120405,RPAI,76131V202,13358,230800176,1,2003,0
RetailMeNot Inc,20130718,SALE,76132B101,14057,50206974,0,2007,0
Retek Inc(HNC Software Inc),19991117,RETK,76128Q109,87412,46000000,0,1985,0
Retix Corp,19911209,RETX,76129Y101,77169,12859940,0,1985,0
Reuter Laboratories,19861010,PEST,761322106,10756,3280548,0,1973,0
REUTERS HOLDINGS,19840604,RTRSY,76132420,66713,-9,0,1851,0
Revance Therapeutics,20140206,RVNC,761330109,14467,17744416,0,1999,0
Revell-Monogram,19910710,RVL,761363100,76836,4510707,0,1973,0
Revlon,19960228,REV,761525500,82859,46012270,1,1936,0
ReWalk Robotics Ltd,20140912,RWLK,M8216Q101,14936,11370936,0,2001,0
Rex Energy Corp,20070724,REXX,761565100,92205,30794702,0,1997,0
Rexall Sundown,19930618,RXSD,761648104,79305,9325000,0,1973,0
Rexene,19880729,RXN,761682103,75358,30000000,0,1965,0
Rexhall Industries,19890622,REXL,761684109,75606,2405000,0,1986,0
Rexnord,19920701,REX,76168R108,77771,17954356,0,1900,0
Rexnord Corp,20120328,RXN,76169B102,13305,94077224,0,1950,0
REXON BUSINESS,19820422,REXN,76190110,66801,2255000,0,1978,0
Rexworks,19870421,REXW,761903103,11265,1758000,0,1982,0
RF Micro Devices Inc,19970603,RFMD,749941100,85035,6286010,0,1991,0
RF Monolithics,19940728,RFMI,74955F106,80763,4954092,0,1994,0
RGB Computer & Video,19930623,EDIT,74955H102,79261,3025032,0,1989,0
Rhapsody Acquisition Corp,20061003,RPSDU,74164F202,92773,5625000,1,2006,.
Rheometrics,19851122,RHEM,76207300,91492,2700000,0,1970,0
RHI Entertainment,19920729,RHE,749559100,77821,8015000,0,1989,0
RHI Entertainment Inc.,20080618,RHIE,74957T104,92722,23400100,1,1979,0
Rhino Resource Partners LP,20100929,RNO,76218Y10,12291,25300000,1,2003,0
Rhodes,19930617,RHD,76235P101,66828,9777434,0,1901,0
Rhythms NetConnections,19990406,RTHM,762430205,86862,70564582,0,1997,0
Ribapharm Inc,20020412,RNA,76253710,89375,150000000,0,1995,0
RIBI IMMUNOCHEM,19810527,RIBI,76255310,66836,870000,0,1981,0
RiboGene Inc,19980528,RBO,762565109,86030,5364055,0,1989,0
Ribozyme Pharmaceuticals,19960411,RZYM,762567105,83412,6529546,0,1992,0
Rice Energy,20140124,RICE,762760106,14409,127523810,0,2008,0
Rice Midstream Partners LP,20141217,RMP,762819100,15116,57507246,1,2014,0
Richard Barrie Fragrances,19890228,RBFI,68501204,75711,3680000,0,1988,0
RICHARDSON ELEC.,19831027,RELL,76316510,66852,3452000,0,1981,0
Richfood Holdings,19880518,RCHFA,763408101,11928,10000000,1,1937,0
Richmond Hill Savings Bank,19860711,RICH,764740106,10475,5750000,0,1921,0
RICHMOND TANK CAR,19790828,,76536130,62041,4741379,0,1973,.
Rick's Cabaret International,19951013,RICK,765641105,82518,3400000,0,1982,0
RID-A-BUG COMPANY,19831110,ABUG,76566410,68689,2604000,0,1980,0
Riddell Sports,19910627,RIDL,765670104,76717,6000000,0,1929,0
Ride Snowboard,19940506,RIDE,765689104,80572,3125000,0,1992,0
Ridgeview,19961031,RIDG,765905104,84252,2999786,0,1912,0
Riedel Environmental Tech,19860502,RETI,766457105,75091,3100000,0,1986,0
Rigel Pharmaceuticals Inc,20001128,RIGL,766559108,88810,3594605,0,1996,0
Right Management Consultants,19861120,RMCI,766573109,10876,2225185,0,1980,0
Right Start,19911011,RTST,766574107,77040,6000000,0,1985,0
RightCHOICE Managed Care,19940801,RIT,76657K101,80786,21462500,1,1985,0
RightNow Technologies Inc,20040805,RNOW,76657R106,90323,28924796,0,1995,0
RigNet Inc,20101215,RNET,76658210,12494,14544609,0,2004,0
Rimage,19921104,RIMG,766721104,78054,1300000,0,1987,0
RingCentral,20130927,RNG,US76680R2,14136,60748648,1,1999,0
Ringer,19900919,RING,766907109,76430,5537150,0,1961,0
RIO GRANDE DRILLING,19811014,RGDC,76709410,64098,2450000,0,1978,0
RISCORP,19960228,RISC,767597107,83164,35269443,1,1988,0
Rise Technology,19870331,RTEK,767608102,11221,2065552,0,1982,0
Risk Capital Holdings,19950913,RCHI,767711104,82276,15320625,0,1995,0
RiskMetrics Group Inc,20080124,RMG,767735103,92544,57801305,0,1994,0
RIT Technologies Ltd,19970722,RITT,M8215N109,85206,8355050,0,1989,0
Rita Medical Systems Inc,20000727,RITA,7.68E+107,88463,13738948,0,1994,0
Ritchie Bros Auctioneers Inc,19980309,RBA,76774410,85925,19013666,0,1963,0
Ritter Pharmaceuticals Inc,20150624,RTTR,767836109,15436,7788060,0,2008,0
Rival,19920602,RIVL,768020109,77652,9111788,0,1932,0
River Oaks Furniture,19930826,OAKS,768282105,79513,4600000,0,1987,0
Riverbed Technology Inc,20060920,RVBD,768573107,91485,66054022,0,2002,0
Riverbend International,19870305,RIV,768575102,72581,5500000,1,1986,0
Riverdeep Interactive Learning,20000309,RVDP,76870Q109,87807,26824070,0,1995,0
Riverstone Networks Inc,20010215,RSTN,76932010,88913,102100000,0,1995,0
Riverwood International,19920617,RVW,769507104,77695,60951282,0,1923,0
Riviana Foods Inc,19950306,RVFD,769536103,81508,15377700,0,1986,0
Riviera Tool Co,19970304,RTC,769648106,84649,2470000,0,1988,0
RJ FINANCIAL CORP.,19830701,RJFN,74960410,69649,3851000,0,1962,0
RLJ Lodging Trust,20110510,RLJ,74965L101,12756,106321781,0,2011,0
RMH Teleservices,19960918,RMHT,749938106,83958,7700770,0,1986,0
RMI Titanium Co,19900412,RTI,74961H104,76148,9000000,0,1950,0
Roadhouse Grill,19961126,GRLL,769725102,84216,9305408,0,1993,0
Roadmaster Industries,19880119,WHEL,769727108,11929,22000000,0,1987,0
Roadrunner Enterprises,19860819,BEEP,769731100,10589,2632000,0,1973,0
Roadrunner Transporttn Systems,20100513,RRTS,76973Q10,93384,29542563,0,1981,0
Roadway Motor Plazas,19860912,RDWI,769746108,10706,5120000,0,1978,0
Robec,19891003,ROBC,770288108,75918,4597200,0,1977,0
Roberds,19931116,RBDS,770292100,79861,5866667,0,1971,0
ROBERT BRUCE INDUS.,19841120,BRUCA,11666210,86108,2000000,1,1964,0
ROBERT C. BROWN,19830930,RCBI,11516710,19538,2742000,0,1974,0
Robert Mondavi,19930609,MOND,609200100,79289,12726481,1,1966,0
Robert-Mark,19861120,RMK,770337202,72602,4337500,0,1974,0
Roberts Pharmaceutical,19900123,RPCX,770491108,75929,6800049,0,1982,0
ROBINSON NUGENT,19781018,RNIC,77081010,67300,1658768,0,1955,.
Robocom Systems Inc,19970626,RIMS,771062106,85036,3436400,0,1982,0
Robomatix Technologies,19940112,RBMXF,M8216J107,80148,4249976,0,1982,0
Rochester Community Svgs Bank,19860422,RCSB,771354107,10179,12000000,0,1900,0
Rochester Medical,19901105,ROCM,771497104,76980,840000,0,1988,0
Rock Bottom Restaurants,19940721,BREW,771833100,80736,5000000,0,1992,0
Rock Financial Corp,19980501,RCCK,772150108,86085,13000000,0,1985,0
Rock of Ages Corp,19971021,ROAC,772632105,85500,6712957,1,1925,1
Rock-Tenn,19940302,RKTN,772739207,80361,30061234,1,1936,0
Rocket Fuel Inc,20130919,FUEL,773111109,14164,38467851,0,2008,0
Rockford Corp,20000420,ROFO,77316P101,88192,9793627,0,1973,0
Rockford Industries,19950720,ROCF,773259106,81897,3854000,0,1984,0
RockShox,19960926,RSHX,774066104,83960,13620885,0,1989,0
Rockwood Holdings Inc,20050816,ROC,774415103,90849,73778926,0,1900,1
ROCKY MOUNT UNDERGAR,19840511,RMUC,77465410,67425,2400000,0,1959,0
Rocky Mountain Helicopters,19900911,RMHI,774714109,76262,3957790,0,1970,0
Rocky Shoes & Boots,19930203,RCKY,774830103,78908,3500000,0,1975,0
Rodman & Renshaw Capital Group,19860529,RR,774877104,69673,4222520,0,1980,0
Rofin-Sinar Technologies,19960925,RSTI,775043102,83961,10000000,0,1987,0
Rogers Cablesystems of America,19851118,RCCAA,77511000,91513,14300000,1,1983,0
Rogers Cantel Mobile Commun,19910808,RCMIF,775102106,76975,93850901,1,1983,0
Rogue Wave Software,19961121,RWAV,775369101,84253,7561728,0,1989,0
Roka Bioscience Inc,20140717,ROKA,775431109,14827,17631596,0,2009,0
ROLFITE COMPANY,19810624,ROLF,77551210,67521,1544000,0,1970,0
Rollerball International Inc,19980401,ROLL,775634108,86000,3933568,0,1994,0
ROLM,19760915,RM,77578410,60572,1618410,0,1969,.
Rom Tech,19951013,ROMT,775810104,82520,4948403,0,1992,0
Romac International,19950814,ROMC,775835101,82212,4568579,0,1994,0
Ronin Wireless Technologies,20061128,RNIN,97652A203,91619,7310739,.,2000,0
Room Plus,19961101,PLUS,776378101,84246,4219409,0,1982,0
ROONEY PACE GROUP,19831013,RPPR,77638510,66704,9751000,0,1978,0
Roosevelt Federal Savings,19870123,RFED,776485104,11045,5400000,0,1924,0
Ropak Laboratories,19910516,RPKL,776673105,76981,4182800,0,1985,0
Roper Industries,19920212,ROPR,776696106,77338,6935000,0,1901,0
Rosedale Decorative Products,19980618,ROSDF,77733510,86186,2350000,0,1913,0
Rosetta Genomics Ltd,20070226,ROSG,782183100,91829,11260298,0,2000,0
Rosetta Inpharmatics Inc,20000803,RSTA,777777103,88563,5797000,0,1996,0
Rosetta Stone Inc,20090415,RST,777780107,92913,20314531,0,2003,0
ROSS INDUSTRIES,19841211,ROSX,77826610,91521,1289000,0,1968,0
Ross Stores,19850808,ROST,77829600,91556,1800000,0,1982,0
Ross Systems,19910425,ROSS,778303107,76627,8483000,0,1972,0
ROSS Technology,19951106,RTEC,778304105,82608,20370000,0,1988,0
Rotary Power International,19940209,RPII,77866R101,80270,3215208,0,1958,0
Roto-Rooter,19850613,ROTO,77878600,91564,4809324,0,1936,0
Rottlund,19921029,RHOM,779077106,78042,5470000,0,1973,0
Rouge Steel,19940328,ROU,779099100,80404,21000000,1,1981,0
Roundy's Inc,20120207,RNDY,779268101,13250,47700986,0,1872,0
RoweCom Inc,19990308,ROWE,77957X108,86784,9631858,0,1994,0
Rowley-Scher Reprographics,19851118,RSCH,77975200,91599,1650000,0,1922,0
Roy F Weston,19860717,WSTNA,961136108,10484,4094520,1,1957,0
Royal Appliance Manufacturing,19910806,RVAC,780076105,76780,12600000,0,1910,0
Royal Caribbean Cruises,19930427,RCL,V7780T103,79145,61785706,0,1968,0
Royal Grip,19930923,GRIP,780289104,79589,2500000,0,1988,0
ROYAL INT'L OPTIC.,19831221,RIOC,78031510,67344,4181000,0,1971,0
Royal Olympic Cruises Inc,19980204,ROCLF,V7780Z109,85844,19933000,0,1995,0
ROYAL PALM S&L,19840215,RPAL,78090710,67935,2370000,0,1983,0
"ROYALE AIRLINES, INC.",19830126,RYAL,78074810,67871,1618000,0,1969,0
Royale Investments,19911223,RLIN,78074A10,77239,710000,0,1988,0
ROYSTER,19750130,,78088610,67898,7034400,0,1901,.
RP Scherer,19911011,SHR,806528105,77075,18886612,0,1944,0
RPX Corp,20110504,RPXC,74972G103,12795,45983358,0,2008,0
RRSat Global Communications,20061031,RRST,M8183P102,91621,16672300,0,1991,0
RSC Holdings Inc,20070522,RRR,74972L102,92018,103147591,0,1984,0
RSI Systems,19950725,RSIS,749927109,81898,3051015,0,1993,0
RSL Communications Ltd,19970930,RSLC,G7702U102,85501,7865340,0,1990,0
RSP Permian,20140117,RSPP,74978Q105,14408,72500000,0,2010,0
RT Industries,19920617,RTIC,74974G101,77687,6185714,0,1992,0
RTW,19950418,RTWI,74974R107,81586,7449810,0,1983,0
Rubicon,19860320,RBCN,781125208,10193,2420543,0,1965,0
Rubicon Technology Inc,20071115,RBCN,78112T107,92448,19239637,0,2001,0
Rubio's Restaurant Inc,19990521,RUBO,78116B102,86935,8605622,0,1985,0
Ruckus Wireless Inc,20121115,RKUS,781220108,13690,73685793,0,2004,0
Rudolph Technologies Inc,19991112,RTEC,781270103,87415,13949067,0,1941,0
Rudy's Restaurant Group,19860618,RUDY,781278106,10384,3400000,0,1984,0
rue21,20091113,RUE,781295100,93141,24160662,0,1976,0
Rural Cellular,19960208,RCCC,781904107,83161,8403361,1,1991,0
Rural/Metro,19930716,RURL,781748108,79417,5949463,0,1948,0
Rush Enterprises,19960606,RUSH,781846100,83690,6250000,0,1965,0
RUSS BERRIE & CO.,19840329,RUS,78223310,66050,14809000,0,1967,0
RUSTY PELICAN RESTAU.,19831014,RSTY,78318010,68006,2275000,0,1972,0
Ruth's Chris Steak House,20050808,RUTH,783332109,90871,22412389,0,1965,0
Rutherford-Moran Oil,19960621,RMOC,783286107,83689,20000000,0,1990,0
Ruthigen Inc,20140320,RTGN,783330103,14551,4804290,1,2013,0
RWD Technologies Inc,19970619,RWDT,74975B101,85038,13807586,0,1988,0
Ryan Beck,19860627,RBCO,783483100,10425,10279000,0,1946,0
RYAN'S FAMILY,19820713,RYAN,78351910,68049,1262000,0,1977,0
Ryerson Holding Corp,20140808,RYI,783754104,14855,32037500,0,2007,0
Ryerson Tull,19960620,RT,783755101,83609,39220000,1,1893,0
"S-P DRUG CO., INC.",19830915,SPDC,78490010,68321,4000000,0,1976,0
S.A.L. CABLE COMMUNIC.,19810612,SALC,78390310,68180,1250000,0,1974,0
S.A.Y. INDUSTRIES,19840112,SAYI,78387110,68137,3128000,0,1976,0
S&K FAMOUS BRANDS,19830914,SKFB,78377410,68065,2000000,0,1967,0
S&W Seed Co,20100503,SANWU,78513520,93434,5800000,1,1980,0
S3,19930305,SIII,784849101,79009,8056758,0,1989,0
Saba Software Inc,20000406,SABA,784932105,88193,42851000,0,1997,0
Saber Software,19940421,SABR,785162108,80475,4367299,0,1989,0
Sabratek,19960621,TEMPB,78571U108,83692,7680492,1,1989,0
Sabre Corp,20140417,SABR,78573M104,14608,258674814,0,1996,0
Sabre Group Holdings,19961011,TSG,785905100,84036,127574000,1,1976,0
SAC Technologies Inc,19970214,SACM,78386P104,84757,3608750,0,1993,0
Safe Bulkers Inc,20080528,SB,Y7388L103,92679,54500000,0,2007,0
SAFEGUARD HEALTH,19831110,SFGD,78644410,68452,4550000,0,1974,0
Safeskin Corporation,19931116,SFSK,786454108,79868,12200000,0,1985,0
Safety 1st,19930414,SAFT,786475103,79107,6400000,0,1984,0
Safety Components,19940506,ABAG,786474106,80497,3900000,0,1954,0
Safety Insurance Group,20021121,SAFT,78648T10,89575,14356000,0,1979,0
SAFETY-KLEEN,19790403,SK,78648410,65066,2621500,0,1963,.
Safeway,19900425,SWY,786514109,76149,77677522,0,1926,0
Saga Communications,19921211,SGA,786598201,79033,4575505,0,1992,0
Sage Alerting Systems,19911029,SASZ,78662K100,77242,2950000,0,1990,0
Sage Analytics International,19860923,SAII,786625103,10687,3125000,0,1979,0
SAGE DRILLING,19810317,SAGE,78662710,68524,1753000,0,1950,0
Sage Inc,19991111,SAGI,786632109,87416,9805795,0,1994,0
SAGE Software,19861217,SGSI,786674101,75528,4501764,0,1973,0
SAGE Therapeutics Inc,20140718,SAGE,78667J108,14828,24961926,0,2010,0
Sagebrush,19960111,SAGE,786680108,82845,6199854,0,1990,0
Sagent Pharmaceuticals Inc,20110419,SGNT,786692103,12695,26850190,0,2006,0
Sagent Technology Inc,19990414,SGNT,786693101,86844,23669377,0,1995,0
Sahara Casino Partners LP,19870723,SAH,787086107,75184,17500000,0,1987,0
SAIC INC,20061012,SAI,78390X101,91547,401072816,1,1969,0
Saifun Semiconductors Ltd,20051108,SFUN,M8233P102,90977,29447517,0,1996,0
Saint Andrews Golf,19941221,SAGC,78718910,81176,0,0,1984,0
Saks Holdings,19960521,SKS,79377R109,83459,50973123,0,1990,0
